countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
0,female,48,"single, never married",white,maine,coverage,private coverage,1 year of college,82466,0,82466
0,female,64,divorced,white,maine,coverage,no private coverage,1 year of college,20617,0,20617
0,male,21,"single, never married",white,maine,coverage,no private coverage,1 year of college,7216,0,7216
0,male,65,"married, spouse present",white,maine,coverage,private coverage,grade 12,82466,0,82466
10,female,32,"married, spouse present",white,maine,coverage,private coverage,4 years of college,30925,1340,32265
10,male,33,"married, spouse present",white,maine,coverage,no private coverage,grade 12,51541,0,51541
0,female,45,"married, spouse present",white,maine,coverage,private coverage,grade 12,20617,0,20617
0,male,42,"married, spouse present",white,out of state,coverage,private coverage,grade 12,20617,0,20617
0,male,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,50511,0,50511
0,male,65,divorced,white,maine,coverage,private coverage,2 years of college,61850,0,61850
0,female,60,divorced,white,maine,no coverage,no private coverage,grade 12,0,92774,92774
110,female,47,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,36079,0,36079
110,male,56,"married, spouse present",white,maine,coverage,private coverage,4 years of college,206165,0,206165
110,male,20,"single, never married",white,maine,coverage,private coverage,grade 12,16493,0,16493
0,male,32,"married, spouse present",white,maine,coverage,private coverage,grade 12,101021,0,101021
0,female,36,"married, spouse present",white,maine,coverage,private coverage,1 year of college,16493,0,16493
0,female,29,"single, never married",white,out of state,coverage,private coverage,4 years of college,29997,0,29997
0,male,29,"single, never married",white,out of state,coverage,private coverage,4 years of college,51541,0,51541
0,female,56,divorced,white,out of state,coverage,private coverage,4 years of college,41233,0,41233
0,female,54,divorced,white,out of state,coverage,private coverage,2 years of college,85559,0,85559
190,male,37,divorced,white,maine,no coverage,no private coverage,1 year of college,6185,0,6185
110,male,50,divorced,white,maine,coverage,private coverage,1 year of college,75250,0,75250
0,female,64,divorced,white,out of state,coverage,private coverage,4 years of college,22678,0,22678
110,female,58,"single, never married",white,maine,no coverage,no private coverage,grade 12,22163,0,22163
110,male,50,divorced,white,maine,no coverage,no private coverage,grade 12,0,1237,1237
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,0,4123,4123
0,male,66,"married, spouse present",white,maine,coverage,private coverage,4 years of college,10308,0,10308
0,male,36,divorced,white,maine,coverage,private coverage,2 years of college,49480,0,49480
0,female,79,"married, spouse present",white,maine,coverage,no private coverage,grade 12,0,61850,61850
0,male,81,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,139162,0,139162
10,male,65,"married, spouse present",white,maine,coverage,private coverage,grade 12,53603,0,53603
10,female,62,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,37110,0,37110
0,male,55,"married, spouse present",white,maine,coverage,private coverage,4 years of college,127823,0,127823
0,female,21,"single, never married",white,out of state,coverage,private coverage,2 years of college,3505,0,3505
0,male,25,"single, never married",white,out of state,coverage,private coverage,1 year of college,36079,0,36079
0,female,67,"married, spouse present",white,maine,coverage,private coverage,4 years of college,3402,928,4330
0,male,71,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,0,515,515
110,female,60,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,123699,0,123699
110,male,50,"married, spouse present",white,maine,coverage,private coverage,grade 11,30925,0,30925
0,male,37,"single, never married",white,out of state,coverage,no private coverage,grade 12,2577,0,2577
0,female,57,"married, spouse present",white,maine,coverage,private coverage,1 year of college,0,3092,3092
0,male,62,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,20617,0,20617
0,male,25,"single, never married",white,maine,coverage,private coverage,grade 12,11339,0,11339
0,female,58,"married, spouse present",white,maine,coverage,private coverage,2 years of college,90713,0,90713
0,male,38,divorced,white,maine,coverage,private coverage,1 year of college,61850,0,61850
0,male,34,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,40202,40202
0,female,32,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,39171,0,39171
0,female,62,"married, spouse present",white,maine,coverage,private coverage,grade 12,27832,0,27832
0,male,63,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,9381,0,9381
0,male,22,"single, never married",white,maine,no coverage,no private coverage,grade 12,20617,0,20617
0,female,27,"single, never married",white,maine,no coverage,no private coverage,grade 12,14432,0,14432
0,female,21,"single, never married",white,maine,coverage,private coverage,2 years of college,15462,0,15462
10,male,39,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,46387,0,46387
190,male,21,"single, never married",white,maine,coverage,private coverage,1 year of college,36079,0,36079
190,female,21,"single, never married",white,maine,coverage,private coverage,1 year of college,25771,0,25771
0,male,43,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,51541,5154,56695
0,female,37,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,10308,5154,15462
0,female,61,widowed,white,maine,coverage,private coverage,grade 12,0,38450,38450
10,female,50,"married, spouse present",white,maine,coverage,private coverage,2 years of college,206,0,206
10,male,47,"married, spouse present",white,maine,coverage,private coverage,2 years of college,72158,0,72158
0,male,33,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,108237,0,108237
0,female,29,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,19070,0,19070
0,male,30,"single, never married",white,maine,coverage,private coverage,grade 12,49480,0,49480
0,female,29,"single, never married",white,maine,coverage,private coverage,1 year of college,30925,0,30925
110,female,57,"single, never married",white,out of state,coverage,private coverage,2 years of college,56696,0,56696
0,female,30,"married, spouse present",white,maine,coverage,private coverage,4 years of college,56696,0,56696
0,male,31,"married, spouse present",white,maine,coverage,private coverage,grade 12,37110,0,37110
0,female,57,divorced,white,maine,coverage,private coverage,1 year of college,39171,0,39171
0,male,54,divorced,white,out of state,coverage,private coverage,grade 12,28348,0,28348
0,female,42,"married, spouse present",white,maine,coverage,private coverage,grade 12,34223,0,34223
0,male,44,"married, spouse present",white,maine,coverage,private coverage,grade 12,20513,0,20513
0,male,19,"single, never married",white,maine,coverage,private coverage,grade 12,27008,0,27008
0,female,57,"married, spouse present",Other Asian,out of state,coverage,private coverage,1 year of college,25771,0,25771
0,male,66,"married, spouse present",white,maine,coverage,private coverage,1 year of college,26802,0,26802
10,male,56,"married, spouse present",white,maine,coverage,private coverage,grade 12,46387,0,46387
0,male,43,"single, never married",white,maine,coverage,private coverage,grade 12,41233,0,41233
0,male,54,divorced,white,maine,coverage,private coverage,1 year of college,74220,0,74220
0,female,49,"single, never married",white,maine,coverage,no private coverage,1 year of college,10308,7731,18039
0,female,67,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,18555,0,18555
0,male,44,divorced,white,out of state,coverage,private coverage,5+ years of college,134008,0,134008
0,female,52,"married, spouse present",white,maine,coverage,private coverage,2 years of college,45356,0,45356
0,male,60,"married, spouse present",white,out of state,coverage,private coverage,grade 9,10102,0,10102
0,female,23,"single, never married",biracial,out of state,coverage,private coverage,1 year of college,32986,0,32986
0,male,26,"single, never married",white,maine,coverage,private coverage,grade 12,92774,0,92774
0,male,50,"married, spouse present",white,maine,coverage,private coverage,4 years of college,47418,0,47418
0,female,50,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,57726,0,57726
0,female,54,divorced,white,maine,coverage,private coverage,1 year of college,51541,0,51541
0,female,60,"married, spouse present",white,maine,coverage,private coverage,grade 12,72158,0,72158
0,female,61,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,65973,0,65973
190,male,69,divorced,white,maine,coverage,private coverage,1 year of college,78343,0,78343
0,female,57,"single, never married",white,out of state,coverage,private coverage,5+ years of college,161840,0,161840
0,female,54,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,41233,0,41233
0,male,54,"married, spouse present",white,maine,coverage,private coverage,grade 12,128853,0,128853
